fid,area,perimeter,depth
7638,1,4,0.01171875
7639,1,4,0.120605469
7640,1,4,0.013671875
7641,2,6,0.016601563
7642,1,4,0.013671875
7643,1,4,0.028320313
7644,2,6,0.144042969
7645,5,10,0.23828125
7646,1,4,0.203613281
7647,4,10,0.269042969
7648,1,4,0.067871094
7649,2,6,0.153808594
7650,1,4,0.290527344
7651,1,4,0.0546875
7652,1,4,0.028320313
7653,1,4,0.046875
7654,1,4,0.006835938
7655,1,4,0.012695313
7656,1,4,0.051757813
7657,1,4,0.037597656
7658,1,4,0.113769531
7659,1,4,0.151367188
7660,2,6,0.064941406
7661,1,4,0.034179688
7662,1,4,0.043945313
7663,1,4,0.020996094
7664,1,4,0.08203125
7665,1,4,0.042480469
7666,1,4,0.013183594
7667,1,4,0.043457031
7668,3,8,0.111328125
7669,1,4,0.014648438
7670,44,48,1.235839844
7671,1,4,0.279296875
7672,6,14,0.169921875
7673,63,62,1.008300781
7674,1,4,0.069824219
7675,14,18,0.556152344
7676,12,20,0.762207031
7677,1,4,0.189453125
7678,1,4,0.01953125
7679,1,4,0.224121094
7680,1,4,0.081054688
7681,1,4,0.013183594
7682,6,14,0.0703125
7683,1,4,0.008789063
7684,1,4,0.048828125
7685,1,4,0.227050781
7686,1,4,0.026855469
7687,1,4,0.034667969
7688,2,6,0.043457031
7689,1,4,0.185058594
7690,10,14,0.548339844
7691,1,4,0.041992188
7692,1,4,0.271484375
7693,29,34,0.653808594
7694,1,4,0.087402344
7695,1,4,0.002441406
7696,1,4,0.026367188
7697,3,8,0.244140625
7698,3,8,0.14453125
7699,1,4,0.211425781
7700,13,24,0.211914063
7701,1,4,0.021484375
7702,1,4,0.196777344
7703,2,6,0.112792969
7704,1,4,0.014160156
7705,1,4,0.094238281
7706,2,6,0.052734375
7707,1,4,0.12890625
7708,1,4,0.075195313
7709,2,6,0.249511719
7710,11,18,0.241699219
7711,1,4,0.0078125
7712,1,4,0.024902344
7713,1,4,0.088867188
7714,70,46,1.454101563
7715,1,4,0.120605469
7716,6,14,0.226074219
7717,3,8,0.153808594
7718,14,20,0.336914063
7719,2,6,0.0546875
7720,21,20,0.506347656
7721,4,10,0.113769531
7722,1,4,0.042480469
7723,1,4,0.049316406
7724,2,6,0.188476563
7725,4,10,0.208007813
7726,8,14,0.275390625
7727,9,16,0.245605469
7728,1,4,0.08203125
7729,23,26,0.623535156
7730,1,4,0.004882813
7731,1,4,0.109863281
7732,19,22,0.855957031
7733,3,8,0.065917969
7734,3,8,0.102539063
7735,2,6,0.041015625
7736,1,4,0.186523438
7737,1,4,0.181640625
7738,2,6,0.018066406
7739,1,4,0.002929688
7740,1,4,0.008300781
7741,3,8,0.125488281
7742,1,4,0.055664063
7743,3,8,0.135253906
7744,1,4,0.031738281
7745,1,4,0.110351563
7746,1,4,0.180175781
7747,1,4,0.018554688
7748,1,4,0.025878906
7749,4,10,0.224609375
7750,1,4,0.003417969
7751,1,4,0.018066406
7752,1,4,0.095703125
7753,1,4,0.003417969
7754,1,4,0.25
7755,1,4,0.067382813
7756,2,6,0.607421875
7757,1,4,0.01953125
7758,2,6,0.073730469
7759,1,4,0.096679688
7760,1,4,0.149902344
7761,1,4,0.15625
7762,1,4,0.012207031
7763,1,4,0.020507813
7764,1,4,0.073730469
7765,2,6,0.234375
7766,3,8,0.153808594
7767,1,4,0.016601563
7768,1,4,0.007324219
7769,1,4,0.012695313
7770,7,12,0.378417969
7771,1,4,0.000488281
7772,1,4,0.037597656
7773,2,6,0.037597656
7774,1,4,0.109375
7775,1,4,0.021972656
7776,1,4,0.18359375
7777,1,4,0.088867188
7778,3,8,0.179199219
7779,6,12,0.444824219
7780,28,26,1.047363281
7781,9,20,0.188476563
7782,13,16,0.601074219
7783,7,12,0.442871094
7784,12,16,0.485839844
7785,37,32,1.165527344
7786,3,8,0.061035156
7787,3,8,0.060058594
7788,1,4,0.026855469
7789,8,14,0.397460938
7790,1,4,0.044921875
7791,1,4,0.076660156
7792,1,4,0.020507813
7793,8,14,0.428710938
7794,5,12,0.157226563
7795,1,4,0.051757813
7796,1,4,0.105957031
7797,2,6,0.10546875
7798,2,6,0.144042969
7799,2,6,0.1328125
7800,1,4,0.075195313
7801,1,4,0.002929688
7802,1,4,0.119628906
7803,1,4,0.043945313
7804,2,6,0.083007813
7805,1,4,0.055664063
7806,19,22,0.52734375
7807,1,4,0.134277344
7808,1,4,0.010253906
7809,1,4,0.201660156
7810,1,4,0.088378906
7811,1,4,0.041503906
7812,1,4,0.00390625
7813,2,6,0.208007813
7814,2,6,0.01171875
7815,3,8,0.556152344
7816,1,4,0.138671875
7817,1,4,0.090820313
7818,2,6,0.090820313
7819,2,6,0.217773438
7820,4,10,0.342773438
7821,1,4,0.004394531
7822,1,4,0.03125
7823,1,4,0.005371094
7824,1,4,0.025878906
7825,1,4,0.294433594
7826,1,4,0.044433594
7827,1,4,0.256835938
7828,1,4,0.040039063
7829,1,4,0.045410156
7830,2,6,0.1015625
7831,1,4,0.079101563
7832,8,18,0.305664063
7833,1,4,0.081542969
7834,5,12,0.359375
7835,1,4,0.006347656
7836,1,4,0.120117188
7837,1,4,0.016113281
7838,1,4,0.198242188
7839,1,4,0.123046875
7840,10,20,0.248535156
7841,18,26,0.848144531
7842,2,6,0.107910156
7843,9,20,0.515625
7844,6,14,0.133789063
7845,1,4,0.000976563
7846,1,4,0.065917969
7847,1,4,0.008789063
7848,1,4,0.076660156
7849,1,4,0.005371094
7850,3,8,0.091796875
7851,13,26,0.437011719
7852,9,16,0.149414063
7853,1,4,0.072265625
7854,1,4,0.001464844
7855,1,4,0.068359375
7856,1,4,0.005859375
7857,1,4,0.043945313
7858,1,4,0.017089844
7859,1,4,0.005371094
7860,3,8,0.133300781
7861,1,4,0.139648438
7862,3,8,0.130859375
7863,1,4,0.056640625
7864,1,4,0.033691406
7865,1,4,0.362792969
7866,1,4,0.043457031
7867,1,4,0.033203125
7868,1,4,0.052246094
7869,1,4,0.006835938
7870,1,4,0.061523438
7871,2,6,0.047851563
7872,1,4,0.150878906
7873,1,4,0.038085938
7874,1,4,0.001953125
7875,1,4,0.104003906
7876,13,24,0.960449219
7877,5,12,0.228515625
7878,1,4,0.022949219
7879,2,6,0.187011719
7880,24,26,0.295898438
7881,3,8,0.092773438
7882,1,4,0.006835938
7883,36,34,1.261230469
7884,1,4,0.005859375
7885,1,4,0.010253906
7886,1,4,0.116210938
7887,1,4,0.016113281
7888,1,4,0.001953125
7889,13,18,0.317871094
7890,2,6,0.032714844
7891,1,4,0.058105469
7892,1,4,0.024902344
7893,1,4,0.005859375
7894,1,4,0.018066406
7895,1,4,0.125488281
7896,5,10,0.198242188
7897,1,4,0.027832031
7898,1,4,0.062988281
7899,1,4,0.056152344
7900,1,4,0.043457031
7901,1,4,0.140136719
7902,2,6,0.436035156
7903,1,4,0.074707031
7904,1,4,0.012207031
7905,2,6,0.064941406
7906,1,4,0.130371094
7907,1,4,0.051269531
7908,7,14,0.195800781
7909,1,4,0.006347656
7910,4,10,0.207519531
7911,3,8,0.329101563
7912,2,6,0.141601563
7913,1,4,0.145507813
7914,2,6,0.043457031
7915,4,10,0.090820313
7916,9,16,0.138671875
7917,2,6,0.047363281
7918,2,6,0.1640625
7919,1,4,0.001464844
7920,1,4,0.014160156
7921,1,4,0.029296875
7922,1,4,0.025878906
7923,1,4,0.025878906
7924,1,4,0.011230469
7925,1,4,0.064941406
7926,1,4,0.081054688
7927,9,16,0.4140625
7928,2,6,0.091308594
7929,7,14,0.354003906
7930,101,64,0.971191406
7931,22,26,0.483886719
7932,16,32,0.639160156
7933,6,12,0.359375
7934,1,4,0.022949219
7935,3,8,0.066894531
7936,1,4,0.061035156
7937,1,4,0.143554688
7938,3,8,0.064941406
7939,1,4,0.035644531
7940,2,6,0.100097656
7941,1,4,0.001953125
7942,5,12,0.064453125
7943,115,72,1.441894531
7944,2,6,0.270996094
7945,1,4,0.029296875
7946,1,4,0.077636719
7947,5,12,0.125
7948,11,22,0.279296875
7949,4,10,0.094238281
7950,1,4,0.019042969
7951,1,4,0.029296875
7952,1,4,0.043945313
7953,1,4,0.013183594
7954,2,6,0.197265625
7955,1,4,0.061523438
7956,15,20,0.743652344
7957,1,4,0.081542969
7958,1,4,0.078125
7959,3,8,0.241699219
7960,2,6,0.156738281
7961,16,22,0.369140625
7962,15,18,0.369628906
7963,125,92,1.603027344
7964,1698,532,3.459472656
7965,1,4,0.041015625
7966,1,4,0.029785156
7967,1,4,0.017089844
7968,1,4,0.006835938
7969,8,12,0.234375
7970,1,4,0.055175781
7971,11,16,0.348144531
7972,1,4,0.029785156
7973,2,6,0.047851563
7974,7,14,0.175292969
7975,1,4,0.014160156
7976,1,4,0.139160156
7977,1,4,0.034179688
7978,5,10,0.240722656
7979,1,4,0.092773438
7980,1,4,0.071777344
7981,1,4,0.139648438
7982,1,4,0.043945313
7983,2,6,0.078125
7984,1,4,0.002929688
7985,1,4,0.000976563
7986,1,4,0.047363281
7987,1,4,0.041503906
7988,1,4,0.005371094
7989,1,4,0.002929688
7990,1,4,0.001464844
7991,10,14,0.440429688
7992,5,10,0.166503906
7993,2,6,0.117675781
7994,1,4,0.03515625
7995,3,8,0.018554688
7996,2,6,0.220214844
7997,5,12,0.212402344
7998,1,4,0.2109375
7999,1,4,0.185546875
8000,2,6,0.172851563
8001,1,4,0.002441406
8002,1,4,0.038085938
8003,1,4,0.23828125
8004,1,4,0.005859375
8005,1,4,0.019042969
8006,1,4,0.041503906
8007,1,4,0.000488281
8008,6,10,0.125976563
8009,1,4,0.020507813
8010,1,4,0.010742188
8011,1,4,0.001953125
8012,1,4,0.048339844
8013,1,4,0.002929688
8014,1,4,0.136230469
8015,3,8,0.090820313
8016,1,4,0.004394531
8017,1,4,0.00390625
8018,1,4,0.002929688
8019,1,4,0.236816406
8020,1,4,0.059570313
8021,1,4,0.030761719
8022,3,8,0.099121094
8023,1,4,0.009765625
8024,1,4,0.095214844
8025,1,4,0.162597656
8026,1,4,0.006347656
8027,4,10,0.048339844
8028,5,10,0.144042969
8029,4,10,0.237792969
8030,1,4,0.009277344
8031,1,4,0.014648438
8032,1,4,0.006835938
8033,1,4,0.022460938
8034,1,4,0.022949219
8035,1,4,0.142089844
8036,1,4,0.006835938
8037,2,6,0.265625
8038,1,4,0.113769531
8039,1,4,0.20703125
8040,1,4,0.002929688
8041,1,4,0.039550781
8042,1,4,0.055664063
8043,1,4,0.001953125
8044,1,4,0.211425781
8045,1,4,0.049804688
8046,23,28,0.910644531
8047,34,30,1.10546875
8048,15,18,0.519042969
8049,30,44,0.77734375
8050,1,4,0.285644531
8051,1,4,0.01171875
8052,1,4,0.0234375
8053,1,4,0.115234375
8054,1,4,0.012695313
8055,6,12,0.169433594
8056,1,4,0.179199219
8057,1,4,0.005859375
8058,2,6,0.009277344
8059,1,4,0.034667969
8060,1,4,0.127441406
8061,2,6,0.083984375
8062,1,4,0.01953125
8063,1,4,0.024902344
8064,1,4,0.002929688
8065,7,14,0.262207031
8066,2,6,0.088867188
8067,1,4,0.047363281
8068,1,4,0.524902344
8069,1,4,0.000488281
8070,1,4,0.083496094
8071,1,4,0.002441406
8072,1,4,0.000488281
8073,1,4,0.000488281
8074,1,4,0.008789063
8075,1,4,0.018554688
8076,2,6,0.116699219
8077,1,4,0.000976563
8078,1,4,0.075195313
8079,2,6,0.181640625
8080,2,6,0.391601563
8081,1,4,0.01953125
8082,1,4,0.016113281
8083,1,4,0.124023438
8084,32,36,0.930664063
8085,102,72,0.766601563
8086,420,192,2.740234375
8087,16,22,0.547363281
8088,1,4,0.001953125
8089,3,8,0.182128906
8090,2,6,0.092285156
8091,1,4,0.111328125
8092,2,6,0.156738281
8093,1,4,0.000976563
8094,1,4,0.003417969
8095,1,4,0.09375
8096,2,6,0.000976563
8097,174,120,1.403320313
8098,16,28,0.730957031
8099,4629,572,8.004394531
8100,1,4,0.059570313
8101,2,6,0.01171875
8102,1,4,0.2890625
8103,1,4,0.025390625
8104,1,4,0.001464844
8105,1,4,0.002441406
8106,1,4,0.081054688
8107,1,4,0.00390625
8108,1,4,0.079101563
8109,1,4,0.084472656
8110,1,4,0.05859375
8111,1,4,0.045898438
8112,1,4,0.03515625
8113,1,4,0.004882813
8114,1,4,0.021484375
8115,1,4,0.010253906
8116,1,4,0.008789063
8117,1,4,0.037109375
8118,1,4,0.005371094
8119,1,4,0.014160156
8120,8,14,0.366210938
8121,1,4,0.054199219
8122,4,10,0.100585938
8123,1,4,0.171875
8124,1,4,0.022949219
8125,3,8,0.275390625
8126,1,4,0.02734375
8127,1,4,0.132324219
8128,1,4,0.018066406
8129,3,8,0.262695313
8130,2,6,0.136230469
8131,1,4,0.019042969
8132,1,4,0.014160156
8133,1,4,0.001953125
8134,1,4,0.001953125
8135,1,4,0.000976563
8136,1,4,0.041503906
8137,2,6,0.009277344
8138,1,4,0.006347656
8139,1,4,0.006835938
8140,1,4,0.0078125
8141,4,10,0.077636719
8142,1,4,0.016113281
8143,1,4,0.020507813
8144,4,10,0.044433594
8145,7,12,0.244628906
8146,7,12,0.280273438
8147,2,6,0.048828125
8148,1,4,0.004882813
8149,2,6,0.041992188
8150,1,4,0.007324219
8151,1,4,0.015625
8152,1,4,0.01171875
8153,2,6,0.147949219
8154,1,4,0.089355469
8155,1,4,0.014648438
8156,12,20,0.924804688
8157,1,4,0.000488281
8158,1,4,0.032226563
8159,3,8,0.057128906
8160,1,4,0.026367188
8161,1,4,0.013671875
8162,1,4,0.022460938
8163,1,4,0.004394531
8164,1,4,0.021484375
8165,1,4,0.033691406
8166,1,4,0.009277344
8167,1,4,0.008300781
8168,5,10,0.220703125
8169,1,4,0.056640625
8170,2,6,0.202636719
8171,1,4,0.005859375
8172,1,4,0.008789063
8173,1,4,0.00390625
8174,1,4,0.0390625
8175,1,4,0.05859375
8176,1,4,0.006347656
8177,4,10,0.166503906
8178,1,4,0.040527344
8179,4,10,0.014160156
8180,6,14,0.088378906
8181,5,12,0.029296875
8182,1,4,0.000488281
8183,4,10,0.053222656
8184,5,10,0.211914063
8185,2,6,0.016601563
8186,1,4,0.003417969
8187,1,4,0.012207031
8188,1,4,0.101074219
8189,1,4,0.015136719
8190,1,4,0.077148438
8191,2,6,0.035644531
8192,2,6,0.14453125
8193,2,6,0.052734375
8194,1,4,0.059570313
8195,1,4,0.01171875
8196,1,4,0.0078125
8197,1,4,0.073730469
8198,2,6,0.007324219
8199,1,4,0.128417969
8200,1,4,0.153320313
8201,1,4,0.040527344
8202,1,4,0.028320313
8203,1,4,0.010253906
8204,1,4,0.255371094
8205,1,4,0.256835938
8206,1,4,0.074707031
8207,1,4,0.036132813
8208,2,6,0.077636719
8209,3,8,0.219238281
8210,2,6,0.047363281
8211,8,14,0.194335938
8212,3,8,0.048828125
8213,1,4,0.000488281
8214,1,4,0.03125
8215,1,4,0.01171875
8216,1,4,0.002929688
8217,4,10,0.33984375
8218,1,4,0.001953125
8219,2,6,0.017089844
8220,14,18,0.4765625
8221,61,40,1.059570313
8222,1,4,0.260253906
8223,3,8,0.389648438
8224,9,20,0.069824219
8225,1,4,0.001953125
8226,2,6,0.048828125
8227,1,4,0.004394531
8228,1,4,0.411621094
8229,1,4,0.132324219
8230,1,4,0.005371094
8231,1,4,0.026367188
8232,1,4,0.019042969
8233,1,4,0.193359375
8234,1,4,0.069335938
8235,2,6,0.387207031
8236,1,4,0.01953125
8237,1,4,0.040527344
8238,1,4,0.03515625
8239,2,6,0.114257813
8240,2,6,0.0234375
8241,1,4,0.000488281
8242,1,4,0.014648438
8243,1,4,0.036621094
8244,1,4,0.043457031
8245,7,14,0.7578125
8246,7,12,0.529785156
8247,3,8,0.04296875
8248,1,4,0.01171875
8249,1,4,0.003417969
8250,2,6,0.39453125
8251,1,4,0.05078125
8252,1,4,0.021972656
8253,1,4,0.038574219
8254,2,6,0.022460938
8255,5,12,0.107421875
8256,1,4,0.007324219
8257,6,12,0.428222656
8258,1,4,0.125
8259,1,4,0.047363281
8260,1,4,0.030273438
8261,2,6,0.084472656
8262,2,6,0.123046875
8263,3,8,0.038574219
8264,2,6,0.045410156
8265,1,4,0.130859375
8266,1,4,0.103027344
8267,87,54,0.89453125
8268,1,4,0.133300781
8269,1,4,0.021972656
8270,3,8,0.174316406
8271,1,4,0.009765625
8272,1,4,0.012695313
8273,1,4,0.002441406
8274,1,4,0.033203125
8275,1,4,0.075195313
8276,2,6,0.014648438
8277,1,4,0.034179688
8278,1,4,0.015625
8279,1,4,0.28125
8280,13,24,0.2578125
8281,1,4,0.05078125
8282,1,4,0.049804688
8283,1,4,0.091796875
8284,1,4,0.070800781
8285,3,8,0.11328125
8286,1,4,0.064453125
8287,1,4,0.071777344
8288,1,4,0.043945313
8289,1,4,0.002929688
8290,1,4,0.0390625
8291,1,4,0.071777344
8292,1,4,0.166503906
8293,1,4,0.21484375
8294,1,4,0.004394531
8295,2,6,0.00390625
8296,1,4,0.037109375
8297,1,4,0.007324219
8298,1,4,0.028808594
8299,1,4,0.032714844
8300,1,4,0.00390625
8301,1,4,0.048828125
8302,1,4,0.015136719
8303,1,4,0.017578125
8304,1,4,0.019042969
8305,1,4,0.011230469
8306,1,4,0.090820313
8307,1,4,0.017089844
8308,2,6,0.060058594
8309,1,4,0.016601563
8310,1,4,0.026855469
8311,2,6,0.19921875
8312,1,4,0.008789063
8313,2,6,0.000976563
8314,1,4,0.079589844
8315,1,4,0.097167969
8316,1,4,0.009765625
8317,1,4,0.030761719
8318,1,4,0.064941406
8319,1,4,0.032714844
8320,1,4,0.004882813
8321,1,4,0.044921875
8322,1,4,0.0234375
8323,3,8,0.12109375
8324,1,4,0.09375
8325,1,4,0.276855469
8326,1,4,0.013183594
8327,1,4,0.025390625
8328,1,4,0.02734375
8329,1,4,0.006347656
8330,1,4,0.034179688
8331,1,4,0.140625
8332,1,4,0.061035156
8333,2,6,0.003417969
8334,1,4,0.012207031
8335,1,4,0.021972656
8336,1,4,0.043457031
8337,1,4,0.048339844
8338,2,6,0.05859375
8339,1,4,0.024414063
8340,1,4,0.282226563
8341,1,4,0.011230469
8342,4,10,0.125976563
8343,1,4,0.014648438
8344,2,6,0.028808594
8345,3,8,0.018066406
8346,2,6,0.186523438
8347,2,6,0.0390625
8348,1,4,0.002441406
8349,1,4,0.014648438
8350,1,4,0.013183594
8351,1,4,0.002929688
8352,1,4,0.017578125
8353,3,8,0.138183594
8354,1,4,0.037109375
8355,1,4,0.015136719
8356,1,4,0.011230469
8357,4,10,0.036132813
8358,1,4,0.011230469
8359,1,4,0.119628906
8360,3,8,0.057128906
8361,4,10,0.16796875
8362,1,4,0.013671875
8363,1,4,0.096191406
8364,2,6,0.067382813
8365,3,8,0.029296875
8366,1,4,0.021972656
8367,1,4,0.026855469
8368,1,4,0.245605469
8369,1,4,0.084472656
8370,1,4,0.041015625
8371,2,6,0.083496094
8372,1,4,0.006347656
8373,4,10,0.117675781
8374,2,6,0.035644531
8375,1,4,0.002441406
8376,1,4,0.014160156
8377,1,4,0.01171875
8378,1,4,0.022949219
8379,1,4,0.185546875
8380,1,4,0.023925781
8381,1,4,0.123535156
8382,1,4,0.000976563
8383,3,8,0.366699219
8384,1,4,0.094238281
8385,1,4,0.002929688
8386,2,6,0.005371094
8387,6,14,0.5078125
8388,1,4,0.064453125
8389,2,6,0.01171875
8390,1,4,0.005859375
8391,1,4,0.002441406
8392,1,4,0.052734375
8393,2,6,0.032714844
8394,1,4,0.102539063
8395,1,4,0.001953125
8396,1,4,0.103027344
8397,1,4,0.072265625
8398,2,6,0.0390625
8399,40,30,0.1796875
8400,1,4,0.033203125
8401,9,18,0.161621094
8402,6,14,0.323730469
8403,2,6,0.012695313
8404,1,4,0.001953125
8405,1,4,0.034667969
8406,1,4,0.006835938
8407,1,4,0.036621094
8408,3,8,0.022460938
8409,4,10,0.208007813
8410,1,4,0.009765625
8411,1,4,0.126464844
8412,1,4,0.028320313
8413,1,4,0.01171875
8414,1,4,0.061035156
8415,1,4,0.037109375
8416,1,4,0.144042969
8417,4,10,0.330078125
8418,2,6,0.077148438
8419,41,38,0.733398438
8420,1,4,0.1171875
8421,2,6,0.139648438
8422,1,4,0.071289063
8423,3,8,0.025878906
8424,2,6,0.0390625
8425,1,4,0.111328125
8426,1,4,0.022460938
8427,1,4,0.014160156
8428,1,4,0.094238281
8429,1,4,0.068847656
8430,5,12,0.239257813
8431,5,12,0.023925781
8432,7,16,0.250488281
8433,2,6,0.039550781
8434,1,4,0.00390625
8435,5,10,0.173828125
8436,1,4,0.045410156
8437,1,4,0.068847656
8438,1,4,0.00390625
8439,1,4,0.059570313
8440,1,4,0.0078125
8441,1,4,0.22265625
8442,1,4,0.032714844
8443,1,4,0.016601563
8444,1,4,0.0625
8445,1,4,0.010253906
8446,1,4,0.025878906
8447,1,4,0.005371094
8448,4,10,0.238769531
8449,1,4,0.001464844
8450,1,4,0.022949219
8451,2,6,0.062988281
8452,1,4,0.000488281
8453,1,4,0.046386719
8454,1,4,0.016601563
8455,1,4,0.3203125
8456,1,4,0.005859375
8457,3,8,0.058105469
8458,4,10,0.033203125
8459,1,4,0.022949219
8460,1,4,0.001953125
8461,3,8,0.05859375
8462,4,10,0.089355469
8463,2,6,0.061035156
8464,1,4,0.04296875
8465,3,8,0.264160156
8466,1,4,0.0078125
8467,1,4,0.103515625
8468,1,4,0.036132813
8469,5,12,0.270996094
8470,1,4,0.00390625
8471,1,4,0.083007813
8472,1,4,0.383300781
8473,1,4,0.011230469
8474,1,4,0.002929688
8475,6,12,0.281738281
8476,7,16,0.171875
8477,1,4,0.043457031
8478,1,4,0.111816406
8479,1,4,0.022949219
8480,1,4,0.069824219
8481,1,4,0.074707031
8482,2,6,0.06640625
8483,16,24,0.547363281
8484,7,14,0.083496094
8485,1,4,0.079101563
8486,1,4,0.009765625
8487,1,4,0.013671875
8488,1,4,0.011230469
8489,13,24,0.075683594
8490,4,10,0.125488281
8491,4,10,0.035644531
8492,1,4,0.181640625
8493,4,10,0.041503906
8494,9,16,0.153808594
8495,1,4,0.087402344
8496,2,6,0.008300781
8497,1,4,0.007324219
8498,1,4,0.165527344
8499,1,4,0.006347656
8500,1,4,0.067382813
8501,1,4,0.019042969
8502,109,86,0.568847656
8503,1,4,0.018554688
8504,1,4,0.138671875
8505,1,4,0.037109375
8506,1,4,0.043945313
8507,1,4,0.064453125
8508,1,4,0.057617188
8509,1,4,0.096191406
8510,1,4,0.062011719
8511,1,4,0.017578125
8512,2,6,0.11328125
8513,2,6,0.173339844
8514,1,4,0.020019531
8515,3,8,0.133300781
8516,8,14,0.21875
8517,1,4,0.041992188
8518,1,4,0.026367188
8519,1,4,0.1640625
8520,1,4,0.187988281
8521,1,4,0.041015625
8522,1,4,0.059570313
8523,1,4,0.018066406
8524,1,4,0.015136719
8525,2,6,0.236816406
8526,1,4,0.002441406
8527,3,8,0.09375
8528,1,4,0.010253906
8529,1,4,0.002929688
8530,1,4,0.077636719
8531,1,4,0.020996094
8532,1,4,0.029785156
8533,1,4,0.015625
8534,1,4,0.034179688
8535,11,18,0.356933594
8536,2,6,0.166015625
8537,2,6,0.048339844
8538,2,6,0.1015625
8539,1,4,0.130371094
8540,5,12,0.134277344
8541,1,4,0.057617188
8542,1,4,0.133300781
8543,1,4,0.016601563
8544,1,4,0.045410156
8545,1,4,0.071289063
8546,2,6,0.123535156
8547,3,8,0.07421875
8548,53,58,1.314941406
8549,1,4,0.079101563
8550,2,6,0.135253906
8551,2,6,0.184570313
8552,3,8,0.260742188
8553,1,4,0.077636719
8554,1,4,0.157714844
8555,1,4,0.004882813
8556,5,12,0.3515625
8557,1,4,0.029785156
8558,1,4,0.023925781
8559,1,4,0.035644531
8560,1,4,0.022460938
8561,1,4,0.015136719
8562,1,4,0.038574219
8563,2,6,0.049804688
8564,1,4,0.015136719
8565,1,4,0.108398438
8566,1,4,0.138671875
8567,1,4,0.002441406
8568,1,4,0.008789063
8569,1,4,0.039550781
8570,1,4,0.294433594
8571,1,4,0.020996094
8572,1,4,0.016601563
8573,1,4,0.0703125
8574,1,4,0.013183594
8575,2,6,0.082519531
8576,1,4,0.10546875
8577,1,4,0.101074219
8578,1,4,0.051269531
8579,1,4,0.047851563
8580,1,4,0.053222656
8581,7,16,0.390625
8582,1,4,0.029296875
8583,1,4,0.020507813
8584,1,4,0.103027344
8585,1,4,0.099121094
8586,1,4,0.026367188
8587,1,4,0.032714844
8588,4,10,0.197753906
8589,1,4,0.126464844
8590,2,6,0.149414063
8591,4,10,0.459472656
8592,1,4,0.031738281
8593,1,4,0.034179688
8594,1,4,0.220214844
8595,1,4,0.086425781
8596,1,4,0.001464844
8597,1,4,0.341308594
8598,6,14,0.196289063
8599,2,6,0.381347656
8600,1,4,0.139160156
8601,1,4,0.165527344
8602,1,4,0.1171875
8603,2,6,0.069335938
8604,3,8,0.281738281
8605,3,8,0.387695313
8606,1,4,0.009277344
8607,1,4,0.173339844
8608,1,4,0.005371094
8609,12,20,0.359375
8610,1,4,0.003417969
8611,3,8,0.054199219
8612,1,4,0.032226563
8613,1,4,0.141601563
8614,1,4,0.281738281
8615,2,6,0.129394531
8616,1,4,0.080566406
8617,2,6,0.100097656
8618,1,4,0.18359375
8619,1,4,0.084472656
8620,1,4,0.014648438
8621,1,4,0.093261719
8622,1,4,0.010742188
8623,1,4,0.010253906
8624,1,4,0.130859375
8625,3,8,0.083984375
8626,1,4,0.386230469
8627,1,4,0.12890625
8628,1,4,0.141113281
8629,1,4,0.010253906
8630,1,4,0.052246094
8631,1,4,0.034179688
8632,1,4,0.059082031
8633,1,4,0.024414063
8634,2,6,0.026855469
8635,8,14,0.375
8636,1,4,0.228515625
8637,2,6,0.100585938
8638,1,4,0.040527344
8639,2,6,0.03515625
8640,22,30,0.658691406
8641,1,4,0.051757813
8642,1,4,0.040039063
8643,1,4,0.043945313
8644,1,4,0.002441406
8645,1,4,0.015136719
8646,2,6,0.073242188
8647,1,4,0.095703125
8648,1,4,0.446289063
8649,1,4,0.050292969
8650,1,4,0.03125
8651,1,4,0.063476563
8652,1,4,0.041503906
8653,1,4,0.130859375
8654,1,4,0.124511719
8655,116,74,1.618164063
8656,75,50,0.938964844
8657,400,114,4.472167969
8658,1,4,0.038085938
8659,10,16,0.15234375
8660,4,10,0.185546875
8661,1,4,0.126953125
8662,1,4,0.080566406
8663,2,6,0.168945313
8664,19,22,0.482421875
8665,2,6,0.173828125
8666,10,18,0.762695313
8667,13,22,0.688476563
8668,1,4,0.033691406
8669,1,4,0.076171875
8670,1,4,0.003417969
8671,1,4,0.016113281
8672,2,6,0.349609375
8673,1,4,0.040527344
8674,1,4,0.026367188
8675,22,28,0.822753906
8676,3,8,0.078613281
8677,1,4,0.021484375
8678,1,4,0.056152344
8679,3,8,0.026855469
8680,1,4,0.015136719
8681,1,4,0.050292969
8682,9,16,0.57421875
8683,1,4,0.047851563
8684,3,8,0.045898438
8685,1,4,0.137207031
8686,1,4,0.003417969
8687,2,6,0.084960938
8688,2035,352,10.65527344
8689,1,4,0.154296875
8690,5,12,0.180175781
8691,1,4,0.055664063
8692,1,4,0.000976563
8693,1,4,0.037109375
8694,1,4,0.002929688
8695,1,4,0.004882813
8696,1,4,0.01171875
8697,1,4,0.029296875
8698,1,4,0.175292969
8699,2,6,0.100097656
8700,4,8,0.15625
8701,1,4,0.01953125
8702,1,4,0.015625
8703,1,4,0.145507813
8704,2,6,0.139160156
8705,1,4,0.154296875
8706,2,6,0.042480469
8707,1,4,0.014648438
8708,28,26,0.274414063
8709,7,14,0.031738281
8710,1,4,0.145019531
8711,1,4,0.052734375
8712,1,4,0.00390625
8713,1,4,0.0546875
8714,1,4,0.06640625
8715,2,6,0.069335938
