fid,area,perimeter,depth,%ponded,ponded,pond_area,min_elev
4849,20,32,0.620117188,0,no,0,4685.20166
4854,37,30,0.7109375,0,no,0,4661.428223
4899,101,84,0.991699219,0,no,0,4695.811035
4993,52,46,0.581054688,0,no,0,4697.362305
5012,51,36,0.810058594,0,no,0,4669.225098
5023,12,16,0.545410156,0,no,0,4662.724609
5024,14,20,0.600585938,0,no,0,4662.604492
5025,21,28,0.463378906,0,no,0,4666.635742
5037,114,70,1.948242188,0,no,0,4663.131348
5065,24,26,0.169921875,0,no,0,4673.122559
5066,55,38,1.621582031,0,no,0,4663.829102
5067,907,190,6.701171875,0,no,0,4689.209961
5068,74,48,1.375,0,no,0,4660.898438
5093,11,20,0.658691406,0,no,0,4665.737305
5118,37,32,0.794921875,0,no,0,4698.289551
5121,14,18,0.360839844,0,no,0,4679.039063
5124,17,20,1.00390625,0,no,0,4663.520996
5131,17,22,0.753417969,0,no,0,4663.029785
5167,25,30,0.381347656,0,no,0,4666.072754
5186,13,22,0.638671875,0,no,0,4665.847656
5198,18,28,0.404785156,0,no,0,4702.368164
5299,12,20,0.291015625,0,no,0,4664.486816
5302,12,18,0.383300781,0,no,0,4681.663574
5324,28,32,0.723632813,0,no,0,4664.213379
5325,37,34,0.737792969,0,no,0,4666.23877
5326,466,184,1.687988281,0,no,0,4700.211426
5352,13,22,0.601074219,0,no,0,4680.48291
5378,10,18,0.469238281,0,no,0,4669.13916
5394,26,30,0.577148438,0,no,0,4682.922363
5430,208,106,1.983398438,0,no,0,4661.880859
5431,15,22,0.3046875,0,no,0,4716.506836
5505,53,42,1.40625,0,no,0,4682.117676
5510,19,22,0.505859375,0,no,0,4668.145996
5521,40,36,0.758789063,0,no,0,4670.583008
5526,27,30,0.153320313,0.555555556,yes,15,4694.210938
5533,38,28,1.287597656,0,no,0,4670.784668
5539,11,18,0.221679688,0,no,0,4666.433105
5643,25,30,0.58984375,0,no,0,4665.133301
5648,13,16,0.324707031,0,no,0,4680.145996
5673,28,26,1.059082031,0,no,0,4669.479004
5677,10,18,0.219726563,0,no,0,4670.606445
5679,207,90,1.32421875,0,no,0,4669.878418
5685,126,54,3.19140625,0,no,0,4665.411621
5698,54,40,0.906738281,0,no,0,4662.118652
5713,27,24,0.652832031,0,no,0,4670.088867
5714,26,38,0.47265625,0,no,0,4663.376953
5735,96,48,2.426269531,0,no,0,4675.755859
5740,67,52,0.694335938,0,no,0,4661.030762
5745,17,20,0.390136719,0,no,0,4680.219727
5750,35,32,0.897460938,0,no,0,4664.915039
5757,31,28,1.322753906,0,no,0,4678.868652
5772,27,30,0.537109375,0,no,0,4668.633301
5804,10,18,0.4140625,0,no,0,4667.03418
5844,12,20,0.396484375,0,no,0,4690.987793
5890,21,30,0.651367188,0,no,0,4683.927246
5920,19,24,0.530761719,0,no,0,4666.966309
5935,26,34,0.94921875,0,no,0,4665.34668
5963,182,88,1.799804688,0,no,0,4662.467285
5968,27,26,0.631835938,0,no,0,4664.491699
5983,12,18,0.778320313,0,no,0,4683.709473
5996,13,18,0.524902344,0,no,0,4665.736328
6027,26,40,0.354492188,0,no,0,4703.884277
6042,14,22,0.383300781,0,no,0,4690.334473
6047,13,20,0.608886719,0,no,0,4665.578125
6067,11,18,0.400878906,0,no,0,4672.833984
6068,31,38,0.6640625,0,no,0,4684.859863
6069,45,38,0.874023438,0,no,0,4665.790039
6086,13,22,0.493652344,0,no,0,4684.602051
6087,436,130,2.683105469,0,no,0,4665.75
6088,29,32,0.823730469,0,no,0,4664.660156
6124,16,26,0.760742188,0,no,0,4669.349609
6176,10,16,0.240234375,0,no,0,4662.205078
6180,68,52,0.433105469,0,no,0,4682.143066
6188,13,16,0.803710938,0,no,0,4664.757324
6202,20,20,0.864746094,0,no,0,4663.797363
6212,63,44,1.608886719,0,no,0,4672.225586
6216,11,20,0.036132813,1,yes,11,4661.993164
6222,21,28,0.911132813,0,no,0,4663.226563
6225,10,14,0.092285156,0,no,0,4662.901855
6228,17,28,0.682128906,0,no,0,4669.428223
6238,19,28,0.459960938,0,no,0,4679.149902
6251,72,46,1.845214844,0,no,0,4668.330566
6252,66,64,1.064453125,0,no,0,4662.015625
6253,11,20,0.487792969,0,no,0,4663.825195
6282,11,16,0.245605469,0,no,0,4663.913574
6283,11,16,0.468261719,0,no,0,4663.546875
6324,48,36,0.182617188,0.25,yes,12,4670.928711
6362,12,22,0.236328125,0,no,0,4670.13916
6387,47,48,0.6953125,0,no,0,4677.039063
6388,470,158,2.248046875,0,no,0,4662.953125
6389,80,54,1.165039063,0,no,0,4669.582031
6390,53,50,1.086914063,0,no,0,4662.98291
6397,128,88,1.219238281,0,no,0,4661.699219
6426,237,80,1.84375,0.054852321,yes,13,4660.996582
6433,23,26,1.108398438,0,no,0,4662.297363
6476,12,18,0.331054688,0,no,0,4682.212891
6482,131,80,2.428710938,0,no,0,4680.592285
6490,40,36,0.690429688,0,no,0,4666.301758
6520,21,32,0.878417969,0,no,0,4662.043945
6526,241,82,4.938476563,0,no,0,4665.120117
6528,103,56,2.723144531,0,no,0,4661.183594
6530,144,72,1.834472656,0,no,0,4660.897949
6531,1272,340,5.421875,0,no,0,4674.602051
6539,15,18,0.435058594,0,no,0,4667.100586
6560,207,104,1.009277344,0,no,0,4674.713867
6565,10,20,0.028320313,1,yes,10,4661.888672
6569,11,20,0.250488281,0,no,0,4662.19043
6585,15,18,0.686523438,0,no,0,4662.076172
6587,13,20,0.359863281,0,no,0,4663.790527
6635,21,22,0.678710938,0,no,0,4675.054688
6637,20,20,0.953613281,0,no,0,4665.439941
6639,11,14,0.419921875,0,no,0,4662.503906
6640,43,48,0.892089844,0,no,0,4662.560547
6641,473,160,2.408691406,0.021141649,yes,10,4660.700195
6659,10,16,0.189453125,0,no,0,4659.738281
6669,26,24,0.908691406,0,no,0,4675.148438
6714,14,18,0.401855469,0,no,0,4660.436035
6718,11,20,0.278808594,0,no,0,4697.670898
6741,11,18,1.069824219,0,no,0,4671.121582
6758,114,64,2.114257813,0,no,0,4669.232422
6760,21,24,0.828125,0,no,0,4668.273438
6762,46,36,1.361816406,0,no,0,4671.013184
6763,61,58,1.02734375,0,no,0,4675.196777
6789,10,20,0.325195313,0,no,0,4668.894043
6799,16,22,0.803710938,0,no,0,4667.272461
6877,11,22,0.729980469,0,no,0,4663.331055
6895,99,62,0.751464844,0,no,0,4662.166992
6896,66,40,0.614746094,0,no,0,4661.335449
6911,32,42,0.713378906,0,no,0,4664.48584
6927,497,174,4.356933594,0,no,0,4662.806641
6931,13,24,0.619628906,0,no,0,4667.347168
6946,185,90,0.448242188,0.335135135,yes,62,4661.543457
6972,21,34,0.851074219,0,no,0,4658.431152
6973,46,34,0.491210938,0,no,0,4661.005859
6974,19,26,0.661621094,0,no,0,4675.836914
6999,560,194,1.987304688,0,no,0,4673.115234
7000,35,44,0.15234375,0,no,0,4675.303711
7050,5089,786,1.59765625,0.476321478,yes,2421,4660.270508
7071,15,20,0.15625,0,no,0,4675.12207
7075,10,20,0.850585938,0,no,0,4668.759277
7092,15,20,1.000976563,0,no,0,4670.06543
7130,10,16,0.41796875,0,no,0,4676.958008
7153,10,16,0.3203125,0,no,0,4661.549316
7169,15,22,0.376464844,0,no,0,4665.009766
7215,20,36,0.356445313,0,no,0,4675.405762
7265,10,18,0.057617188,1,yes,10,4662.328125
7267,15,22,0.550292969,0,no,0,4660.257813
7277,21,30,0.456054688,0,no,0,4660.444336
7295,73,66,0.931152344,0,no,0,4666.176758
7342,226,92,2.585449219,0,no,0,4663.171387
7349,27,36,0.438964844,0,no,0,4662.366699
7361,11,18,0.500976563,0,no,0,4661.854492
7364,14,20,0.853515625,0,no,0,4673.025391
7388,18,32,0.624511719,0,no,0,4668.495605
7389,12,16,0.561035156,0,no,0,4662.953125
7394,82,60,1.458984375,0,no,0,4678.203125
7425,17,20,0.553222656,0,no,0,4664.755859
7426,22,32,0.503417969,0,no,0,4663.009766
7482,11,16,0.1796875,0,no,0,4669.72168
7501,18,24,0.515625,0,no,0,4669.298828
7511,20,32,0.541015625,0,no,0,4670.641113
7512,47,50,0.653808594,0,no,0,4674.388184
7515,19,24,0.734863281,0,no,0,4696.728027
7520,185,92,2.623535156,0,no,0,4665.959961
7547,37,38,0.98828125,0,no,0,4668.630859
7555,11,16,0.486816406,0,no,0,4663.624023
7602,15,24,0.547851563,0,no,0,4672.533203
7630,12,22,0.439941406,0,no,0,4666.111816
7631,78,54,1.931640625,0,no,0,4660.667969
7633,86,64,1.326171875,0,no,0,4669.803711
7634,107,74,1.054199219,0,no,0,4668.520508
7670,44,48,1.235839844,0,no,0,4673.753906
7673,63,62,1.008300781,0,no,0,4673.534668
7675,14,18,0.556152344,0,no,0,4671.174805
7676,12,20,0.762207031,0,no,0,4682.470703
7690,10,14,0.548339844,0,no,0,4668.544434
7693,29,34,0.653808594,0,no,0,4683.111328
7700,13,24,0.211914063,0,no,0,4682.698242
7710,11,18,0.241699219,0,no,0,4665.997559
7714,70,46,1.454101563,0,no,0,4670.447754
7718,14,20,0.336914063,0,no,0,4671.307617
7720,21,20,0.506347656,0,no,0,4674.651855
7729,23,26,0.623535156,0,no,0,4663.25
7732,19,22,0.855957031,0,no,0,4661.128906
7780,28,26,1.047363281,0,no,0,4671.191895
7782,13,16,0.601074219,0,no,0,4663.250977
7784,12,16,0.485839844,0,no,0,4680.973633
7785,37,32,1.165527344,0,no,0,4666.62207
7806,19,22,0.52734375,,no,0,4699.700684
7840,10,20,0.248535156,0,no,0,4676.884277
7841,18,26,0.848144531,0,no,0,4670.291992
7851,13,26,0.437011719,0,no,0,4675.104492
7876,13,24,0.960449219,0,no,0,4681.900391
7880,24,26,0.295898438,0,no,0,4671.523926
7883,36,34,1.261230469,0,no,0,4665.553711
7889,13,18,0.317871094,0,no,0,4676.213867
7930,101,64,0.971191406,0,no,0,4666.158691
7931,22,26,0.483886719,0,no,0,4668.633301
7932,16,32,0.639160156,0,no,0,4681.20752
7943,115,72,1.441894531,0,no,0,4673.571777
7948,11,22,0.279296875,0,no,0,4669.823242
7956,15,20,0.743652344,0,no,0,4668.983887
7961,16,22,0.369140625,0,no,0,4675.288574
7962,15,18,0.369628906,0,no,0,4673.838379
7963,125,92,1.603027344,0,no,0,4668.532227
7964,1698,532,3.459472656,0,no,0,4677.890625
7971,11,16,0.348144531,0,no,0,4695.325195
7991,10,14,0.440429688,0,no,0,4666.192871
8046,23,28,0.910644531,0,no,0,4669.335449
8047,34,30,1.10546875,0,no,0,4667.486328
8048,15,18,0.519042969,0,no,0,4660.536133
8049,30,44,0.77734375,0,no,0,4670.672363
8084,32,36,0.930664063,0,no,0,4665.660645
8085,102,72,0.766601563,0,no,0,4664.898438
8086,420,192,2.740234375,0,no,0,4665.902344
8087,16,22,0.547363281,0,no,0,4670.402344
8097,174,120,1.403320313,0,no,0,4669.53125
8098,16,28,0.730957031,0,no,0,4665.821777
8099,4629,572,8.004394531,0.186217326,yes,861,4663.337402
8156,12,20,0.924804688,0,no,0,4667.030762
8220,14,18,0.4765625,0,no,0,4670.532227
8221,61,40,1.059570313,0,no,0,4669.831055
8267,87,54,0.89453125,0,no,0,4664.883301
8280,13,24,0.2578125,0,no,0,4670.811523
8399,40,30,0.1796875,0,no,0,4661.849609
8419,41,38,0.733398438,0,no,0,4672.193848
8483,16,24,0.547363281,0,no,0,4677.500977
8489,13,24,0.075683594,1,yes,13,4661.948242
8502,109,86,0.568847656,0,no,0,4661.19873
8535,11,18,0.356933594,0,no,0,4660.52002
8548,53,58,1.314941406,0,no,0,4664.451172
8609,12,20,0.359375,0,no,0,4662.150391
8640,22,30,0.658691406,0,no,0,4675.870605
8655,116,74,1.618164063,0,no,0,4673.953613
8656,75,50,0.938964844,0,no,0,4661.432129
8657,400,114,4.472167969,0,no,0,4662.105469
8659,10,16,0.15234375,0,no,0,4662.956543
8664,19,22,0.482421875,0,no,0,4676.159668
8666,10,18,0.762695313,0,no,0,4659.222656
8667,13,22,0.688476563,0,no,0,4662.43457
8675,22,28,0.822753906,0,no,0,4667.320313
8688,2035,352,10.65527344,0,no,0,4669.794434
8708,28,26,0.274414063,0,no,0,4661.745117
8730,420,132,3.217285156,0,no,0,4663.749023
8758,11,22,0.181152344,0,no,0,4680.347656
8837,15,24,0.770507813,0,no,0,4668.369141
8841,11,22,0.157226563,0,no,0,4671.568359
8843,15,24,0.130859375,0,no,0,4675.130859
8892,10,16,0.444824219,0,no,0,4672.614746
8910,38,38,0.976074219,0,no,0,4672.036621
8918,11,16,0.381835938,0,no,0,4661.558594
8923,38,46,1.050292969,0,no,0,4669.944336
8952,10,18,0.67578125,0,no,0,4673.442871
8957,15,24,0.260253906,0,no,0,4692.57373
8964,28,30,0.633300781,0,no,0,4679.69043
8975,19,30,0.460449219,0,no,0,4667.382813
8983,39,42,0.312988281,0,no,0,4673.871582
9005,32,36,0.404296875,0,no,0,4659.441406
9042,23,28,0.34375,,no,0,4681.465332
9054,80,54,1.682617188,0,no,0,4659.707031
9057,170,104,1.586914063,0,no,0,4671.422852
9059,86,54,2.36328125,0,no,0,4666.361328
9078,15,28,0.316894531,0,no,0,4661.906738
9092,10,22,0.326660156,0,no,0,4674.987305
9099,123,100,0.389160156,0.260162602,yes,32,4661.59082
9116,15,26,0.451171875,0,no,0,4666.226563
9117,35,30,1.637207031,0,no,0,4658.337402
9119,55,48,0.684570313,0,no,0,4669.798828
9126,204,88,2.481933594,0,no,0,4657.70752
9127,41,52,0.607910156,0,no,0,4669.885742
9167,15,24,0.40625,0,no,0,4671.700684
9175,21,34,1.486328125,0,no,0,4666.29248
9177,35,46,0.313964844,0,no,0,4677.136719
9178,67,40,1.813476563,0,no,0,4669.123535
9206,10,18,0.093261719,0,no,0,4671.193359
9234,20,36,0.267089844,0,no,0,4671.47998
9235,69,42,0.263671875,0.144927536,yes,10,4661.539063
9253,22,24,0.999023438,0,no,0,4668.267578
9258,417,112,4.518554688,0,no,0,4666.524414
9290,10,20,0.244628906,0,no,0,4661.473633
9291,16,22,0.368164063,0,no,0,4662.142578
9297,17,20,0.165039063,0,no,0,4662.569824
9317,27,30,0.39453125,0,no,0,4661.644531
9324,105,64,2.216796875,0,no,0,4665.883789
9327,12,20,0.55078125,,no,0,4670.6875
9413,39,40,0.381835938,0,no,0,4671.294922
9422,18,30,0.586425781,0,no,0,4669.75293
9448,18,28,0.334960938,0,no,0,4675.263672
9532,20,30,0.529296875,0,no,0,4684.475586
9533,27,34,0.637695313,0,no,0,4664.520996
9534,10,16,0.241699219,0,no,0,4676.822266
9544,16,24,0.551269531,0,no,0,4664.285156
9547,64,54,0.936035156,0,no,0,4667.853516
9550,71,54,1.172363281,0,no,0,4675.538574
9551,82,56,1.047851563,0,no,0,4668.083984
9555,15,24,0.368164063,0,no,0,4665.691895
9572,40,36,1.035644531,0,no,0,4673.435547
9573,80,68,1.602050781,0,no,0,4671.955078
9574,102,84,1.767089844,0,no,0,4662.139648
9575,145,70,1.762695313,0,no,0,4663.052734
9576,15,24,0.587890625,0,no,0,4680.768555
9577,60,48,0.613769531,0,no,0,4667.838867
9615,10,16,0.330566406,0,no,0,4667.168945
9622,15,20,0.797851563,0,no,0,4664.655762
9626,25,32,0.834960938,0,no,0,4662.145996
9721,16,26,0.990234375,0,no,0,4661.245605
9733,11,18,0.282226563,0,no,0,4670.521484
9744,11,22,0.291992188,0,no,0,4667.713379
9746,40,38,1.333984375,0,no,0,4665.768066
9754,89,56,0.821777344,0,no,0,4668.881836
9756,1900,316,4.006835938,0,no,0,4654.682617
9757,52,50,0.910644531,0,no,0,4658.297852
9758,50,42,1.210449219,0,no,0,4661.574707
9765,16,18,0.4609375,0,no,0,4662.365234
9781,16,24,0.483398438,0,no,0,4662.979492
9788,11,16,0.360351563,0,no,0,4662.5
9808,65,46,0.788085938,0,no,0,4651.45752
9809,277,160,0.877441406,0.054151625,yes,15,4663.606934
9810,610,186,4.533203125,0,no,0,4658.250488
9811,386,98,3.437988281,0,no,0,4656.130859
9812,341,138,1.745117188,0,no,0,4664.52832
9813,95,72,1.203613281,0,no,0,4661.602539
9814,28,42,0.40625,0,no,0,4665.92334
9815,123,62,3.264160156,0,no,0,4659.81543
9837,28,30,0.319335938,0,no,0,4666.772949
9840,24,30,0.218261719,0,no,0,4663.730469
9856,10,18,0.336425781,0,no,0,4662.304688
9859,24,30,0.404296875,0,no,0,4676.788086
9880,221,96,1.899902344,0,no,0,4664.141602
9881,20,26,0.35546875,0,no,0,4664.172363
9883,163,78,2.208984375,0,no,0,4658.977051
9894,28,38,0.537109375,0,no,0,4666.40332
9923,35,36,1.237792969,0,no,0,4667.861816
10011,12,20,0.288085938,0,no,0,4663.171387
10068,28,26,0.838867188,0,no,0,4660.587402
10070,29,44,0.33203125,0,no,0,4656.599609
10072,11,16,0.671386719,0,no,0,4660.243164
10078,13,20,0.613769531,0,no,0,4668.137207
10079,51,62,0.385742188,0.196078431,yes,10,4665.257324
10113,22,26,0.820800781,0,no,0,4671.174316
10196,10,20,0.321289063,0,no,0,4658.023926
10202,1060,252,2.607421875,0,no,0,4658.632813
10203,64,54,1.264648438,0,no,0,4658.760742
10208,13,16,0.441894531,0,no,0,4666.460449
10231,39,52,1.076660156,0,no,0,4670.393555
10233,14,20,0.21875,0,no,0,4670.895996
10286,19,26,0.690917969,0,no,0,4668.436035
10296,17,26,0.2578125,0,no,0,4671.210938
10297,11,20,0.481933594,0,no,0,4671.040527
10330,1953,350,9.204589844,0.011264721,yes,22,4657.891602
10331,124,116,0.510253906,0,no,0,4673.976563
10347,10,22,0.129394531,,no,0,4680.621582
10353,14,20,0.386230469,0,no,0,4659.769043
10380,681,166,4.366210938,0,no,0,4655.929688
10392,130,68,2.310546875,0,no,0,4666.309082
10416,16,18,1.376464844,0,no,0,4672.755859
10449,34,42,0.54296875,0,no,0,4659.135254
10451,11165,924,7.994140625,0.202686968,yes,2261,4654.627441
10536,19,20,0.938476563,0,no,0,4680.36084
10678,16,24,0.314453125,0,no,0,4682.438965
10680,21,28,0.409667969,0,no,0,4672.744629
10682,23,24,0.771972656,0,no,0,4680.990723
10686,10,14,0.74609375,0,no,0,4671.687012
10687,23,26,0.568359375,0,no,0,4688.968262
10725,47,54,0.463867188,0,no,0,4689.48877
10726,14,20,0.399414063,0,no,0,4693.61084
10743,13,18,0.716796875,0,no,0,4673.59082
10747,11,16,0.416015625,0,no,0,4707.054688
10750,16,20,0.470703125,0,no,0,4678.219238
10758,27,32,1.130371094,0,no,0,4674.242188
10820,24,30,0.440917969,0,no,0,4670.742188
10821,43,40,1.486328125,0,no,0,4684.695801
10822,13,26,0.280273438,0,no,0,4667.364746
10850,20,32,0.508789063,0,no,0,4683.741699
10858,50,44,0.708984375,0,no,0,4684.062012
10865,33,42,1.145507813,0,no,0,4682.458496
10866,185,70,0.58984375,0.405405405,yes,75,4661.942871
10893,14,16,0.6796875,0,no,0,4667.321289
10920,22,24,0.875488281,0,no,0,4667.746094
10921,25,26,0.6953125,0,no,0,4667.45459
10955,11,22,0.237304688,0,no,0,4698.606934
10979,97,62,1.147949219,0,no,0,4674.208008
10985,18,30,0.271484375,0,no,0,4697.542969
10989,34,36,0.8671875,0,no,0,4686.159668
10992,11,16,0.486816406,0,no,0,4687.244629
11020,10,18,0.232910156,0,no,0,4671.185547
11025,306,108,5.318847656,0,no,0,4685.127441
11069,20,28,0.513671875,0,no,0,4688.958984
11074,32,32,1.196289063,0,no,0,4687.76123
11096,13,20,0.494628906,0,no,0,4671.474121
11098,20,24,0.484863281,0,no,0,4672.099609
11099,21,38,0.454589844,0,no,0,4686.288574
11100,58,40,1.513183594,0,no,0,4686.247559
11192,18,20,0.566894531,0,no,0,4665.718262
11250,31,32,0.687011719,0,no,0,4662.92334
11287,20,22,0.798339844,0,no,0,4668.381836
11294,18,26,0.561523438,0,no,0,4663.707031
11306,131,64,1.505371094,0,no,0,4666.616211
11319,15,20,0.256835938,0,no,0,4683.268555
11326,24,26,1.2890625,0,no,0,4679.658691
11327,20,24,0.377929688,0,no,0,4683.17041
11328,10,16,0.366699219,0,no,0,4718.305664
11342,21,24,0.886230469,0,no,0,4682.935547
11344,20,22,0.654296875,0,no,0,4669.450195
11365,31,38,0.270996094,0,no,0,4662.203613
11421,58,40,1.03515625,0,no,0,4666.043457
11422,345,132,2.625,0,no,0,4678.571777
11425,14,20,0.346679688,0,no,0,4674.476074
11430,31,26,0.370117188,0,no,0,4683.443848
11431,11,22,0.380371094,0,no,0,4666.397949
11432,29,26,1.204101563,0,no,0,4663.37793
11433,240,104,0.868164063,0.258333333,yes,62,4662.360352
11450,77,50,0.87890625,0,no,0,4662.48584
11453,639,176,3.8515625,0,no,0,4681.615723
11457,699,188,3.497558594,0,no,0,4665.696777
11476,13,18,0.141113281,0,no,0,4663.050781
11480,15,18,0.407714844,0,no,0,4683.503418
11485,20,24,1.362792969,0,no,0,4663.008789
11489,172,80,2.823242188,0,no,0,4681.912109
11491,54,62,1.653320313,0,no,0,4670.600098
11499,17,20,0.654785156,0,no,0,4674.714844
11572,33,32,0.68359375,0,no,0,4684.788086
11592,571,216,0.69140625,0.197898424,yes,113,4663.039551
11601,157,70,2.219238281,0,no,0,4681.693848
11603,25,32,0.49609375,0,no,0,4676.098145
11604,498,200,3.119628906,0,no,0,4663.165039
11605,18,24,0.572265625,0,no,0,4685.516602
11606,175,80,1.944824219,0,no,0,4681.992188
11618,47,42,0.901367188,0,no,0,4676.950684
11633,10,14,0.625976563,0,no,0,4675.749023
11644,11,18,0.323242188,0,no,0,4684.140137
11647,12,18,0.316894531,0,no,0,4687.035645
11665,34,30,1.537109375,0,no,0,4687.686523
11676,25,32,0.612792969,0,no,0,4682.443848
11677,1251,246,7.627441406,0.009592326,yes,12,4678.183105
11678,37,36,0.91015625,0,no,0,4677.053223
11723,12,16,1.270507813,0,no,0,4686.729492
11736,43,32,1.118164063,0,no,0,4689.39502
11737,21,22,0.6875,0,no,0,4689.07959
11739,25,30,0.415039063,0,no,0,4670.658691
11757,21,24,0.280761719,0,no,0,4696.241211
11768,28,26,0.398925781,0,no,0,4691.210449
11826,30,26,1.192382813,0,no,0,4693.634766
11827,13,20,0.954589844,0,no,0,4716.303223
11828,14,28,0.407226563,0,no,0,4684.716797
11833,10,16,0.241699219,0,no,0,4694.705078
11851,10,16,0.243164063,0,no,0,4687.863281
11883,88,72,1.501953125,0,no,0,4694.147949
11884,23,28,0.9375,0,no,0,4683.980469
11886,11,20,0.197753906,0,no,0,4669.981934
11889,14,22,0.388671875,0,no,0,4697.581055
11922,11,22,0.20703125,0,no,0,4721.750977
11938,11,20,0.293945313,0,no,0,4695.380859
11944,18,30,0.2734375,0,no,0,4696.169922
11946,14,20,0.417480469,0,no,0,4679.80957
11970,23,40,0.457519531,0,no,0,4689.317383
11973,13,18,0.376953125,0,no,0,4688.875488
11975,20,24,0.798339844,0,no,0,4697.438965
11977,11,18,0.469726563,0,no,0,4696.107422
11979,84,76,0.983398438,0,no,0,4697.157715
11984,10,16,0.370605469,0,no,0,4675.463867
12012,11,16,0.813476563,0,no,0,4697.126465
12024,53,38,1.122070313,0,no,0,4688.983887
12026,520,138,2.67578125,0,no,0,4678.903809
12027,83,44,1.48828125,0,no,0,4683.161133
12068,15,20,0.669921875,0,no,0,4685.19043
12090,10,16,0.262207031,0,no,0,4722.425293
12095,13,26,0.20703125,0,no,0,4690.138672
12117,10,20,0.771972656,0,no,0,4693.181641
12121,12,22,0.523925781,0,no,0,4715.116699
12128,28,28,0.270507813,0,no,0,4696.73291
12131,20,26,0.287597656,0,no,0,4685.872559
12140,15,26,0.366699219,0,no,0,4683.497559
12141,19,22,1.453125,0,no,0,4682.980957
12142,27,32,0.333496094,0,no,0,4689.816895
12154,10,18,0.182617188,0,no,0,4680.849121
12170,16,20,0.226074219,0,no,0,4696.400879
12171,19,20,0.932128906,0,no,0,4691.317383
12187,16,28,0.13671875,0.6875,yes,11,4674.151367
12189,34,48,1.539550781,0,no,0,4695.463379
12191,57,36,0.930664063,0,no,0,4701.039551
12192,15,18,0.833007813,0,no,0,4707.964355
12193,166,74,2.443359375,0,no,0,4688.605469
12194,674,142,6.358886719,0,no,0,4713.381836
12199,83,48,1.021484375,0,no,0,4695.449707
12200,66,52,1.291503906,0,no,0,4696.161621
12216,30,36,0.410644531,0,no,0,4712.915039
12217,25,34,0.745117188,0,no,0,4683.256836
12240,10,18,0.086425781,1,yes,10,4694.262207
12244,135,78,1.332519531,0,no,0,4688.442871
12256,50,44,1.553222656,0,no,0,4742.689453
12257,314,142,1.411132813,0,no,0,4691.491211
12258,2419,320,9.000976563,0,no,0,4685.54834
12292,10,18,0.87109375,0,no,0,4692.180176
12301,11,20,0.478515625,0,no,0,4690.493652
12327,10,18,1.658691406,0,no,0,4705.078125
12385,12,18,1.537109375,0,no,0,4700.507813
12387,14,18,2.553710938,0,no,0,4691.421387
12392,40,36,1.067871094,0,no,0,4685.774414
12401,11,18,0.178222656,0,no,0,4688.922363
12413,154,78,1.392089844,0,no,0,4693.517578
12414,16,26,0.604003906,0,no,0,4691.300293
12419,20,20,2.733886719,0,no,0,4686.021973
12449,11,18,0.962402344,0,no,0,4706.754395
12454,11,22,0.5,0,no,0,4707.651855
12460,73,60,3.092773438,0,no,0,4691.147461
12477,202,122,1.626464844,0,no,0,4690.109863
12478,22,30,0.361328125,0,no,0,4693.268066
12479,21,26,3.368164063,0,no,0,4690.791016
12480,121,60,2.644042969,0,no,0,4691.212891
12500,323,160,1.767089844,0,no,0,4692.851074
12530,13,22,0.740234375,0,no,0,4688.381836
12544,23,28,0.646484375,0,no,0,4685.551758
12556,10,18,0.3203125,0,no,0,4684.085938
12566,32,30,0.96875,0,no,0,4688.056641
12567,49,42,1.300292969,0,no,0,4687.378906
12570,18,28,0.362792969,0,no,0,4683.781738
12575,63,44,0.729492188,0,no,0,4682.270508
12576,57,56,0.641601563,0,no,0,4685.999023
12577,137,104,1.661621094,0,no,0,4684.907715
12578,4946,770,3.050292969,0.246259604,yes,1218,4665.83252
12594,62,46,1.733886719,0,no,0,4708.324219
12600,240,106,2.281738281,0,no,0,4682.614258
12602,39,32,1.012207031,0,no,0,4687.343262
12630,13,22,0.432128906,0,no,0,4683.080566
12657,51,50,1.077148438,0,no,0,4709.345215
12663,23,26,0.885742188,0,no,0,4709.806152
12664,10,18,0.423828125,0,no,0,4718.922363
12666,12,20,0.26953125,0,no,0,4719.078125
12684,157,98,1.665039063,0,no,0,4681.67627
12685,98,66,1.072753906,0,no,0,4672.897461
12686,36,32,0.687011719,0,no,0,4680.915527
12687,37,30,1.286132813,0,no,0,4679.722656
12688,11,16,0.645019531,0,no,0,4687.653809
12702,10,16,0.125488281,0,no,0,4683.973145
12735,20,24,0.903320313,0,no,0,4686.258789
12768,17,22,0.689453125,0,no,0,4687.296875
12814,26,30,0.915527344,0,no,0,4683.39502
12826,35,36,1.173339844,0,no,0,4689.96875
12828,11,16,0.775390625,0,no,0,4716.248047
12830,10,16,0.248046875,0,no,0,4678.01123
12835,13,18,0.490722656,0,no,0,4697.10791
12858,11,20,0.69140625,0,no,0,4731.949219
12860,10,20,1.104980469,0,no,0,4690.258301
12872,111,68,1.213867188,0,no,0,4696.882324
12873,155,90,1.616699219,0,no,0,4694.290527
12896,11,18,0.150390625,0,no,0,4668.863281
12933,13,24,0.520019531,0,no,0,4684.562012
12934,26,28,0.802246094,0,no,0,4676.355957
12942,13,18,0.50390625,0,no,0,4675.205566
12943,11,18,0.232910156,0,no,0,4687.44873
12944,12,18,0.419433594,0,no,0,4684.198242
12945,65,48,1.643066406,0,no,0,4672.060059
12984,14,22,0.329589844,0,no,0,4679.706055
12985,14,20,0.597167969,0,no,0,4693.882324
